Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,472378,-,-,-,39.97,-105.46,0,2575,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.1.2.dev4+g3b38bc8.d20250228
Year,Month,Day,Hour,Minute,DHI,DNI,Temperature
2010,1,1,0,30,0,0,-10.4
2010,1,1,1,30,0,0,-10.9
2010,1,1,2,30,0,0,-11.200000000000001
2010,1,1,3,30,0,0,-11.200000000000001
2010,1,1,4,30,0,0,-11.200000000000001
2010,1,1,5,30,0,0,-11.100000000000001
2010,1,1,6,30,0,0,-10.8
2010,1,1,7,30,0,0,-10.5
2010,1,1,8,30,0,0,-10.200000000000001
2010,1,1,9,30,0,0,-9.700000000000001
2010,1,1,10,30,0,0,-9.3
2010,1,1,11,30,0,0,-8.9
2010,1,1,12,30,0,0,-8.6
2010,1,1,13,30,0,0,-8.4
2010,1,1,14,30,0,0,-7.6000000000000005
2010,1,1,15,30,86,1,-5.7
2010,1,1,16,30,43,892,-3.4000000000000004
2010,1,1,17,30,50,958,-1.5
2010,1,1,18,30,182,0,-0.2
2010,1,1,19,30,189,0,0.5
2010,1,1,20,30,190,10,0.6000000000000001
2010,1,1,21,30,22,0,-0.2
2010,1,1,22,30,122,13,-1.8
2010,1,1,23,30,15,375,-3.5
2010,1,2,0,30,0,0,-4.800000000000001
2010,1,2,1,30,0,0,-5.5
2010,1,2,2,30,0,0,-5.9
2010,1,2,3,30,0,0,-6
2010,1,2,4,30,0,0,-6
2010,1,2,5,30,0,0,-6
2010,1,2,6,30,0,0,-6
2010,1,2,7,30,0,0,-6.1000000000000005
2010,1,2,8,30,0,0,-6
2010,1,2,9,30,0,0,-5.9
2010,1,2,10,30,0,0,-5.7
2010,1,2,11,30,0,0,-5.4
2010,1,2,12,30,0,0,-5.300000000000001
2010,1,2,13,30,0,0,-5.7
2010,1,2,14,30,0,0,-5.4
2010,1,2,15,30,46,0,-3.7
2010,1,2,16,30,161,28,-1.8
2010,1,2,17,30,298,69,-0.6000000000000001
2010,1,2,18,30,173,4,-0.6000000000000001
2010,1,2,19,30,313,126,-1.3
2010,1,2,20,30,317,66,-1.6
2010,1,2,21,30,240,52,-2
2010,1,2,22,30,38,785,-3.4000000000000004
2010,1,2,23,30,15,419,-5.2
2010,1,3,0,30,0,0,-6.1000000000000005
2010,1,3,1,30,0,0,-6.7
2010,1,3,2,30,0,0,-7.300000000000001
2010,1,3,3,30,0,0,-7.7
2010,1,3,4,30,0,0,-8.200000000000001
2010,1,3,5,30,0,0,-8.700000000000001
2010,1,3,6,30,0,0,-9
2010,1,3,7,30,0,0,-9
2010,1,3,8,30,0,0,-8.9
2010,1,3,9,30,0,0,-8.9
2010,1,3,10,30,0,0,-8.700000000000001
2010,1,3,11,30,0,0,-8.8
2010,1,3,12,30,0,0,-9.5
2010,1,3,13,30,0,0,-10.600000000000001
2010,1,3,14,30,0,0,-9.9
2010,1,3,15,30,38,710,-7.4
2010,1,3,16,30,56,864,-5
2010,1,3,17,30,194,466,-4
2010,1,3,18,30,343,164,-3.6
2010,1,3,19,30,313,93,-3.5
2010,1,3,20,30,255,5,-3.6
2010,1,3,21,30,118,0,-4.1000000000000005
2010,1,3,22,30,88,1,-5.800000000000001
2010,1,3,23,30,17,390,-8.1
2010,1,4,0,30,0,0,-9.700000000000001
2010,1,4,1,30,0,0,-10.9
2010,1,4,2,30,0,0,-12.200000000000001
2010,1,4,3,30,0,0,-13.3
2010,1,4,4,30,0,0,-13.9
2010,1,4,5,30,0,0,-13.9
2010,1,4,6,30,0,0,-13.3
2010,1,4,7,30,0,0,-12.5
2010,1,4,8,30,0,0,-11.8
2010,1,4,9,30,0,0,-11.600000000000001
2010,1,4,10,30,0,0,-11.700000000000001
2010,1,4,11,30,0,0,-11.8
2010,1,4,12,30,0,0,-11.9
2010,1,4,13,30,0,0,-11.9
2010,1,4,14,30,0,0,-11.100000000000001
2010,1,4,15,30,32,752,-8.8
2010,1,4,16,30,44,908,-6
2010,1,4,17,30,51,974,-3.8000000000000003
2010,1,4,18,30,60,995,-2.6
2010,1,4,19,30,60,988,-2.1
2010,1,4,20,30,56,968,-2.1
2010,1,4,21,30,51,905,-2.7
2010,1,4,22,30,39,776,-4.2
2010,1,4,23,30,17,0,-6
2010,1,5,0,30,0,0,-7.300000000000001
2010,1,5,1,30,0,0,-8.1
2010,1,5,2,30,0,0,-8.5
2010,1,5,3,30,0,0,-8.700000000000001
2010,1,5,4,30,0,0,-8.700000000000001
2010,1,5,5,30,0,0,-8.6
2010,1,5,6,30,0,0,-8.3
2010,1,5,7,30,0,0,-8.1
2010,1,5,8,30,0,0,-8
2010,1,5,9,30,0,0,-7.800000000000001
2010,1,5,10,30,0,0,-7.800000000000001
2010,1,5,11,30,0,0,-7.9
2010,1,5,12,30,0,0,-7.9
2010,1,5,13,30,0,0,-7.6000000000000005
2010,1,5,14,30,0,0,-6.7
2010,1,5,15,30,87,269,-4.800000000000001
2010,1,5,16,30,190,169,-2.5
2010,1,5,17,30,212,19,-0.7000000000000001
2010,1,5,18,30,300,212,0.30000000000000004
2010,1,5,19,30,236,439,0.5
2010,1,5,20,30,197,474,0.2
2010,1,5,21,30,210,175,-0.5
2010,1,5,22,30,123,32,-1.3
2010,1,5,23,30,24,1,-1.9000000000000001
2010,1,6,0,30,0,0,-2.2
2010,1,6,1,30,0,0,-2.7
2010,1,6,2,30,0,0,-3.3000000000000003
2010,1,6,3,30,0,0,-3.8000000000000003
2010,1,6,4,30,0,0,-4
2010,1,6,5,30,0,0,-4.1000000000000005
2010,1,6,6,30,0,0,-4.3
2010,1,6,7,30,0,0,-4.5
2010,1,6,8,30,0,0,-4.6000000000000005
2010,1,6,9,30,0,0,-4.6000000000000005
2010,1,6,10,30,0,0,-4.5
2010,1,6,11,30,0,0,-4.6000000000000005
2010,1,6,12,30,0,0,-4.9
2010,1,6,13,30,0,0,-5.300000000000001
2010,1,6,14,30,0,0,-5.1000000000000005
2010,1,6,15,30,99,4,-4.3
2010,1,6,16,30,214,25,-3.5
2010,1,6,17,30,293,30,-2.6
2010,1,6,18,30,206,0,-2.3000000000000003
2010,1,6,19,30,361,52,-2.6
2010,1,6,20,30,65,0,-3.3000000000000003
2010,1,6,21,30,209,75,-4.2
2010,1,6,22,30,88,4,-5.6000000000000005
2010,1,6,23,30,19,0,-7.300000000000001
2010,1,7,0,30,0,0,-8.8
2010,1,7,1,30,0,0,-10.600000000000001
2010,1,7,2,30,0,0,-12.3
2010,1,7,3,30,0,0,-13.600000000000001
2010,1,7,4,30,0,0,-14.8
2010,1,7,5,30,0,0,-16
2010,1,7,6,30,0,0,-17.2
2010,1,7,7,30,0,0,-18.400000000000002
2010,1,7,8,30,0,0,-19.400000000000002
2010,1,7,9,30,0,0,-20.1
2010,1,7,10,30,0,0,-20.5
2010,1,7,11,30,0,0,-21
2010,1,7,12,30,0,0,-21.8
2010,1,7,13,30,0,0,-22.3
2010,1,7,14,30,0,0,-20.900000000000002
2010,1,7,15,30,33,807,-17
2010,1,7,16,30,45,961,-13.200000000000001
2010,1,7,17,30,53,1026,-11
2010,1,7,18,30,58,1051,-9.700000000000001
2010,1,7,19,30,57,1056,-9
2010,1,7,20,30,53,1038,-9
2010,1,7,21,30,49,982,-9.700000000000001
2010,1,7,22,30,38,864,-11.4
2010,1,7,23,30,17,538,-14
2010,1,8,0,30,0,0,-16.900000000000002
2010,1,8,1,30,0,0,-19.200000000000003
2010,1,8,2,30,0,0,-20.400000000000002
2010,1,8,3,30,0,0,-21.200000000000003
2010,1,8,4,30,0,0,-21.8
2010,1,8,5,30,0,0,-22.1
2010,1,8,6,30,0,0,-22.3
2010,1,8,7,30,0,0,-22.3
2010,1,8,8,30,0,0,-22
2010,1,8,9,30,0,0,-21.200000000000003
2010,1,8,10,30,0,0,-19.900000000000002
2010,1,8,11,30,0,0,-18.5
2010,1,8,12,30,0,0,-17.900000000000002
2010,1,8,13,30,0,0,-17.400000000000002
2010,1,8,14,30,0,0,-16
2010,1,8,15,30,32,789,-13.100000000000001
2010,1,8,16,30,43,941,-9.600000000000001
2010,1,8,17,30,313,147,-6.7
2010,1,8,18,30,54,1033,-5
2010,1,8,19,30,53,1039,-4.3
2010,1,8,20,30,51,1020,-4.2
2010,1,8,21,30,45,969,-4.7
2010,1,8,22,30,35,853,-6.5
2010,1,8,23,30,33,8,-8.700000000000001
2010,1,9,0,30,0,0,-9.9
2010,1,9,1,30,0,0,-10.4
2010,1,9,2,30,0,0,-10.700000000000001
2010,1,9,3,30,0,0,-10.9
2010,1,9,4,30,0,0,-11
2010,1,9,5,30,0,0,-10.9
2010,1,9,6,30,0,0,-10.700000000000001
2010,1,9,7,30,0,0,-10.600000000000001
2010,1,9,8,30,0,0,-10.5
2010,1,9,9,30,0,0,-10.5
2010,1,9,10,30,0,0,-10.5
2010,1,9,11,30,0,0,-10.5
2010,1,9,12,30,0,0,-10.5
2010,1,9,13,30,0,0,-10.3
2010,1,9,14,30,0,0,-9.3
2010,1,9,15,30,32,798,-6.7
2010,1,9,16,30,43,929,-3.8000000000000003
2010,1,9,17,30,49,996,-1.3
2010,1,9,18,30,53,1023,0.30000000000000004
2010,1,9,19,30,53,1027,0.9
2010,1,9,20,30,51,1008,0.7000000000000001
2010,1,9,21,30,45,957,-0.5
2010,1,9,22,30,36,841,-3.1
2010,1,9,23,30,17,528,-5.9
2010,1,10,0,30,0,0,-7.6000000000000005
2010,1,10,1,30,0,0,-8.5
2010,1,10,2,30,0,0,-9
2010,1,10,3,30,0,0,-9.1
2010,1,10,4,30,0,0,-8.9
2010,1,10,5,30,0,0,-8.9
2010,1,10,6,30,0,0,-9
2010,1,10,7,30,0,0,-9.200000000000001
2010,1,10,8,30,0,0,-9.200000000000001
2010,1,10,9,30,0,0,-9.5
2010,1,10,10,30,0,0,-10.100000000000001
2010,1,10,11,30,0,0,-10.8
2010,1,10,12,30,0,0,-11.4
2010,1,10,13,30,0,0,-11.8
2010,1,10,14,30,0,0,-10.100000000000001
2010,1,10,15,30,34,768,-5.800000000000001
2010,1,10,16,30,49,916,-1.8
