Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,471368,-,-,-,40.01,-105.5,0,2598,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.1.2.dev4+g3b38bc8.d20250228
Year,Month,Day,Hour,Minute,DHI,DNI,Temperature
2009,1,1,0,30,0,0,-3
2009,1,1,1,30,0,0,-3.1
2009,1,1,2,30,0,0,-3
2009,1,1,3,30,0,0,-3.1
2009,1,1,4,30,0,0,-3.2
2009,1,1,5,30,0,0,-3.3000000000000003
2009,1,1,6,30,0,0,-3.4000000000000004
2009,1,1,7,30,0,0,-3.5
2009,1,1,8,30,0,0,-3.5
2009,1,1,9,30,0,0,-3.6
2009,1,1,10,30,0,0,-3.7
2009,1,1,11,30,0,0,-4
2009,1,1,12,30,0,0,-4.2
2009,1,1,13,30,0,0,-4.5
2009,1,1,14,30,0,0,-4.3
2009,1,1,15,30,93,61,-3.1
2009,1,1,16,30,121,436,-1.5
2009,1,1,17,30,163,452,-0.5
2009,1,1,18,30,170,530,0.2
2009,1,1,19,30,294,156,0.6000000000000001
2009,1,1,20,30,264,81,0.6000000000000001
2009,1,1,21,30,195,34,0.1
2009,1,1,22,30,117,52,-1
2009,1,1,23,30,18,1,-1.9000000000000001
2009,1,2,0,30,0,0,-2.2
2009,1,2,1,30,0,0,-2.3000000000000003
2009,1,2,2,30,0,0,-2.3000000000000003
2009,1,2,3,30,0,0,-2.4000000000000004
2009,1,2,4,30,0,0,-2.6
2009,1,2,5,30,0,0,-2.8000000000000003
2009,1,2,6,30,0,0,-2.8000000000000003
2009,1,2,7,30,0,0,-2.7
2009,1,2,8,30,0,0,-2.6
2009,1,2,9,30,0,0,-2.6
2009,1,2,10,30,0,0,-2.5
2009,1,2,11,30,0,0,-2.7
2009,1,2,12,30,0,0,-3
2009,1,2,13,30,0,0,-3.1
2009,1,2,14,30,0,0,-2.1
2009,1,2,15,30,92,10,0.1
2009,1,2,16,30,42,893,2.2
2009,1,2,17,30,47,961,3.9000000000000004
2009,1,2,18,30,50,981,4.9
2009,1,2,19,30,49,978,5.4
2009,1,2,20,30,150,551,5.300000000000001
2009,1,2,21,30,150,361,4.6000000000000005
2009,1,2,22,30,116,49,2.8000000000000003
2009,1,2,23,30,15,0,0.9
2009,1,3,0,30,0,0,-0.2
2009,1,3,1,30,0,0,-1.1
2009,1,3,2,30,0,0,-1.9000000000000001
2009,1,3,3,30,0,0,-2.4000000000000004
2009,1,3,4,30,0,0,-2.7
2009,1,3,5,30,0,0,-2.9000000000000004
2009,1,3,6,30,0,0,-3.1
2009,1,3,7,30,0,0,-3.2
2009,1,3,8,30,0,0,-3.3000000000000003
2009,1,3,9,30,0,0,-3.5
2009,1,3,10,30,0,0,-3.7
2009,1,3,11,30,0,0,-3.9000000000000004
2009,1,3,12,30,0,0,-4.2
2009,1,3,13,30,0,0,-4.6000000000000005
2009,1,3,14,30,0,0,-4.3
2009,1,3,15,30,99,105,-3.5
2009,1,3,16,30,154,311,-3
2009,1,3,17,30,263,87,-2.5
2009,1,3,18,30,289,192,-2.3000000000000003
2009,1,3,19,30,201,446,-2.6
2009,1,3,20,30,191,422,-3.3000000000000003
2009,1,3,21,30,153,374,-4.6000000000000005
2009,1,3,22,30,86,2,-6.6000000000000005
2009,1,3,23,30,18,1,-8.5
2009,1,4,0,30,0,0,-9.700000000000001
2009,1,4,1,30,0,0,-10.600000000000001
2009,1,4,2,30,0,0,-11.600000000000001
2009,1,4,3,30,0,0,-12.8
2009,1,4,4,30,0,0,-14.5
2009,1,4,5,30,0,0,-16.1
2009,1,4,6,30,0,0,-17.2
2009,1,4,7,30,0,0,-17.8
2009,1,4,8,30,0,0,-18.1
2009,1,4,9,30,0,0,-18.3
2009,1,4,10,30,0,0,-18.5
2009,1,4,11,30,0,0,-18.5
2009,1,4,12,30,0,0,-18.6
2009,1,4,13,30,0,0,-18.900000000000002
2009,1,4,14,30,0,0,-18.6
2009,1,4,15,30,90,284,-16.2
2009,1,4,16,30,221,25,-12.5
2009,1,4,17,30,310,38,-9.4
2009,1,4,18,30,355,167,-7.4
2009,1,4,19,30,62,1024,-6.4
2009,1,4,20,30,57,1005,-6.300000000000001
2009,1,4,21,30,49,954,-7
2009,1,4,22,30,37,831,-8.8
2009,1,4,23,30,16,481,-11.200000000000001
2009,1,5,0,30,0,0,-13.4
2009,1,5,1,30,0,0,-15.700000000000001
2009,1,5,2,30,0,0,-16.7
2009,1,5,3,30,0,0,-15.700000000000001
2009,1,5,4,30,0,0,-14.5
2009,1,5,5,30,0,0,-14.200000000000001
2009,1,5,6,30,0,0,-14.3
2009,1,5,7,30,0,0,-14.3
2009,1,5,8,30,0,0,-14.200000000000001
2009,1,5,9,30,0,0,-13.9
2009,1,5,10,30,0,0,-13.700000000000001
2009,1,5,11,30,0,0,-13.700000000000001
2009,1,5,12,30,0,0,-13.8
2009,1,5,13,30,0,0,-13.9
2009,1,5,14,30,0,0,-13
2009,1,5,15,30,99,225,-10.600000000000001
2009,1,5,16,30,213,96,-7.5
2009,1,5,17,30,293,77,-5.5
2009,1,5,18,30,239,520,-4.800000000000001
2009,1,5,19,30,350,215,-4.9
2009,1,5,20,30,320,150,-5.5
2009,1,5,21,30,46,935,-6.2
2009,1,5,22,30,137,30,-7.1000000000000005
2009,1,5,23,30,18,0,-8.1
2009,1,6,0,30,0,0,-8.8
2009,1,6,1,30,0,0,-9.3
2009,1,6,2,30,0,0,-9.600000000000001
2009,1,6,3,30,0,0,-9.9
2009,1,6,4,30,0,0,-10.200000000000001
2009,1,6,5,30,0,0,-10.4
2009,1,6,6,30,0,0,-10.600000000000001
2009,1,6,7,30,0,0,-10.700000000000001
2009,1,6,8,30,0,0,-11
2009,1,6,9,30,0,0,-11.200000000000001
2009,1,6,10,30,0,0,-11.4
2009,1,6,11,30,0,0,-11.5
2009,1,6,12,30,0,0,-11.700000000000001
2009,1,6,13,30,0,0,-11.700000000000001
2009,1,6,14,30,0,0,-11
2009,1,6,15,30,51,0,-9.5
2009,1,6,16,30,152,9,-7.7
2009,1,6,17,30,246,53,-6.300000000000001
2009,1,6,18,30,288,81,-5.5
2009,1,6,19,30,294,84,-5.2
2009,1,6,20,30,147,1,-5.300000000000001
2009,1,6,21,30,150,31,-5.6000000000000005
2009,1,6,22,30,110,8,-6
2009,1,6,23,30,21,1,-6.300000000000001
2009,1,7,0,30,0,0,-6.4
2009,1,7,1,30,0,0,-6.4
2009,1,7,2,30,0,0,-6.4
2009,1,7,3,30,0,0,-6.6000000000000005
2009,1,7,4,30,0,0,-6.800000000000001
2009,1,7,5,30,0,0,-6.9
2009,1,7,6,30,0,0,-6.800000000000001
2009,1,7,7,30,0,0,-6.6000000000000005
2009,1,7,8,30,0,0,-6.2
2009,1,7,9,30,0,0,-5.6000000000000005
2009,1,7,10,30,0,0,-5
2009,1,7,11,30,0,0,-4.3
2009,1,7,12,30,0,0,-3.6
2009,1,7,13,30,0,0,-3.2
2009,1,7,14,30,0,0,-2.7
2009,1,7,15,30,93,52,-1.9000000000000001
2009,1,7,16,30,154,76,-1.1
2009,1,7,17,30,201,76,-0.4
2009,1,7,18,30,206,500,0.1
2009,1,7,19,30,42,992,0.6000000000000001
2009,1,7,20,30,168,2,1
2009,1,7,21,30,167,13,0.8
2009,1,7,22,30,107,8,0
2009,1,7,23,30,20,0,-0.8
2009,1,8,0,30,0,0,-1.2000000000000002
2009,1,8,1,30,0,0,-1.5
2009,1,8,2,30,0,0,-1.7000000000000002
2009,1,8,3,30,0,0,-2
2009,1,8,4,30,0,0,-2.1
2009,1,8,5,30,0,0,-2.1
2009,1,8,6,30,0,0,-2
2009,1,8,7,30,0,0,-1.8
2009,1,8,8,30,0,0,-1.8
2009,1,8,9,30,0,0,-1.9000000000000001
2009,1,8,10,30,0,0,-2
2009,1,8,11,30,0,0,-2.1
2009,1,8,12,30,0,0,-2.2
2009,1,8,13,30,0,0,-2.3000000000000003
2009,1,8,14,30,0,0,-1.9000000000000001
2009,1,8,15,30,28,759,-0.6000000000000001
2009,1,8,16,30,36,911,1
2009,1,8,17,30,40,976,2.2
2009,1,8,18,30,286,126,3
2009,1,8,19,30,48,991,3.4000000000000004
2009,1,8,20,30,46,971,3.3000000000000003
2009,1,8,21,30,202,138,2.6
2009,1,8,22,30,32,816,1.3
2009,1,8,23,30,26,1,-0.1
2009,1,9,0,30,0,0,-0.9
2009,1,9,1,30,0,0,-1.4000000000000001
2009,1,9,2,30,0,0,-1.7000000000000002
2009,1,9,3,30,0,0,-2
2009,1,9,4,30,0,0,-2.1
2009,1,9,5,30,0,0,-2.2
2009,1,9,6,30,0,0,-2.4000000000000004
2009,1,9,7,30,0,0,-2.5
2009,1,9,8,30,0,0,-2.4000000000000004
2009,1,9,9,30,0,0,-2.4000000000000004
2009,1,9,10,30,0,0,-2.6
2009,1,9,11,30,0,0,-3.2
2009,1,9,12,30,0,0,-3.8000000000000003
2009,1,9,13,30,0,0,-4.1000000000000005
2009,1,9,14,30,0,0,-3.7
2009,1,9,15,30,81,3,-3
2009,1,9,16,30,146,37,-2.6
2009,1,9,17,30,207,117,-2.3000000000000003
2009,1,9,18,30,125,4,-2.3000000000000003
2009,1,9,19,30,145,649,-2.5
2009,1,9,20,30,267,138,-2.8000000000000003
2009,1,9,21,30,209,59,-3.4000000000000004
2009,1,9,22,30,32,828,-4.6000000000000005
2009,1,9,23,30,22,0,-7
2009,1,10,0,30,0,0,-9.4
2009,1,10,1,30,0,0,-10.9
2009,1,10,2,30,0,0,-12.4
2009,1,10,3,30,0,0,-14.200000000000001
2009,1,10,4,30,0,0,-14.9
2009,1,10,5,30,0,0,-14.3
2009,1,10,6,30,0,0,-13.200000000000001
2009,1,10,7,30,0,0,-12.4
2009,1,10,8,30,0,0,-12.200000000000001
2009,1,10,9,30,0,0,-11.9
2009,1,10,10,30,0,0,-11.600000000000001
2009,1,10,11,30,0,0,-11.200000000000001
2009,1,10,12,30,0,0,-10.9
2009,1,10,13,30,0,0,-10.4
2009,1,10,14,30,0,0,-9.3
2009,1,10,15,30,14,0,-7.9
2009,1,10,16,30,79,4,-6.7
2009,1,10,17,30,179,441,-5.6000000000000005
2009,1,10,18,30,178,29,-4.800000000000001
2009,1,10,19,30,54,998,-4.5
2009,1,10,20,30,52,976,-4.5
2009,1,10,21,30,155,327,-4.7
2009,1,10,22,30,58,2,-5.300000000000001
2009,1,10,23,30,20,1,-5.9
2009,1,11,0,30,0,0,-6.1000000000000005
2009,1,11,1,30,0,0,-6.300000000000001
2009,1,11,2,30,0,0,-6.5
2009,1,11,3,30,0,0,-6.7
2009,1,11,4,30,0,0,-7
2009,1,11,5,30,0,0,-7.2
2009,1,11,6,30,0,0,-7.4
2009,1,11,7,30,0,0,-7.6000000000000005
2009,1,11,8,30,0,0,-7.6000000000000005
2009,1,11,9,30,0,0,-7.5
2009,1,11,10,30,0,0,-7.5
2009,1,11,11,30,0,0,-7.4
2009,1,11,12,30,0,0,-7.2
2009,1,11,13,30,0,0,-6.9
2009,1,11,14,30,0,0,-6.4
2009,1,11,15,30,80,18,-5.6000000000000005
2009,1,11,16,30,165,201,-4.9
2009,1,11,17,30,253,114,-4.4
2009,1,11,18,30,186,482,-4.1000000000000005
2009,1,11,19,30,52,993,-3.6
2009,1,11,20,30,51,971,-2.9000000000000004
2009,1,11,21,30,208,41,-2.7
2009,1,11,22,30,130,27,-3.2
2009,1,11,23,30,33,8,-3.9000000000000004
2009,1,12,0,30,0,0,-3.9000000000000004
2009,1,12,1,30,0,0,-3.8000000000000003
2009,1,12,2,30,0,0,-4
2009,1,12,3,30,0,0,-4.5
2009,1,12,4,30,0,0,-5
2009,1,12,5,30,0,0,-5.2
2009,1,12,6,30,0,0,-5.300000000000001
2009,1,12,7,30,0,0,-5.300000000000001
2009,1,12,8,30,0,0,-5.300000000000001
2009,1,12,9,30,0,0,-5.300000000000001
2009,1,12,10,30,0,0,-5.4
2009,1,12,11,30,0,0,-5.6000000000000005
2009,1,12,12,30,0,0,-5.9
2009,1,12,13,30,0,0,-6.6000000000000005
2009,1,12,14,30,0,0,-6.800000000000001
2009,1,12,15,30,107,23,-6.300000000000001
2009,1,12,16,30,28,0,-5.9
2009,1,12,17,30,263,76,-5.6000000000000005
2009,1,12,18,30,259,26,-5.7
2009,1,12,19,30,239,13,-5.800000000000001
2009,1,12,20,30,244,1,-6.1000000000000005
2009,1,12,21,30,159,9,-6.7
2009,1,12,22,30,75,0,-7.6000000000000005
2009,1,12,23,30,20,546,-8.6
2009,1,13,0,30,0,0,-9.200000000000001
2009,1,13,1,30,0,0,-9.5
2009,1,13,2,30,0,0,-9.600000000000001
2009,1,13,3,30,0,0,-9.5
2009,1,13,4,30,0,0,-9.200000000000001
2009,1,13,5,30,0,0,-8.8
2009,1,13,6,30,0,0,-8.3
2009,1,13,7,30,0,0,-7.6000000000000005
2009,1,13,8,30,0,0,-6.9
2009,1,13,9,30,0,0,-6.1000000000000005
2009,1,13,10,30,0,0,-5.7
2009,1,13,11,30,0,0,-5.5
2009,1,13,12,30,0,0,-5.6000000000000005
2009,1,13,13,30,0,0,-5.6000000000000005
2009,1,13,14,30,0,0,-5.1000000000000005
2009,1,13,15,30,92,1,-3.8000000000000003
2009,1,13,16,30,49,909,-2.7
2009,1,13,17,30,322,85,-1.9000000000000001
2009,1,13,18,30,60,1008,-1.4000000000000001
2009,1,13,19,30,61,1012,-1.1
2009,1,13,20,30,323,29,-1.3
2009,1,13,21,30,215,58,-1.7000000000000002
2009,1,13,22,30,39,828,-2.6
2009,1,13,23,30,20,538,-3.6
2009,1,14,0,30,0,0,-4.5
2009,1,14,1,30,0,0,-5
2009,1,14,2,30,0,0,-5.5
2009,1,14,3,30,0,0,-5.800000000000001
2009,1,14,4,30,0,0,-6.1000000000000005
